"Species","ForStrat_terrestrial","ForStrat_aquatic","Activity.Nocturnal","Activity.Crepuscular","Activity.Diurnal","female_maturity_d","male_maturity_d","weaning_d","litters_or_clutches_per_y","longevity_y","adult_svl_cm","infantMortalityRate_per_year","mortalityRateDoublingTime_y","metabolicRate_W","temperature_K","diet_breadth","development_d","mass_specific_production","log_litterclutch_size_n","log_inter_litterbirth_interval_y","log_birthhatching_weight_g","log_weaning_weight_g","log_adult_body_mass_g","log_female_body_mass_g","log_male_body_mass_g","tnc_ecoregion_breadth","log_range_size","X2.1_AgeatEyeOpening_d","X9.1_GestationLen_d","X10.2_SocialGrpSize","X24.1_TeatNumber","X6.2_TrophicLevel","X13.3_WeaningHeadBodyLen_mm","X26.2_GR_MaxLat_dd","X26.3_GR_MinLat_dd","X26.4_GR_MidRangeLat_dd","X26.5_GR_MaxLong_dd","X26.6_GR_MinLong_dd","X26.7_GR_MidRangeLong_dd","X27.4_HuPopDen_Change","X28.1_Precip_Mean_mm","X28.2_Temp_Mean_01degC","X30.1_AET_Mean_mm","X30.2_PET_Mean_mm","log_DispersalAge_d","log_HomeRange_km2","log_HomeRange_Indiv_km2","log_PopulationDensity_n.km2","log_PopulationGrpSize","log_HuPopDen_Min_n.km2","log_HuPopDen_Mean_n.km2","log_HuPopDen_5p_n.km2","log_NeonateHeadBodyLen_mm","log_WOS_hits","Afrosoricida","Artiodactyla","Carnivora","Cetacea","Chiroptera","Cingulata","Dasyuromorphia","Didelphimorphia","Diprotodontia","Erinaceomorpha","Lagomorpha","Macroscelidea","Monotremata","Perissodactyla","Pholidota","Primates","Proboscidea","Rodentia","Sirenia","Soricomorpha","Tubulidentata","traits_wild"
"Meriones persicus",1,0,1,0,0,78.2141061147951,594.11019662247,19,2.20173672703668,5.99583333,18,NA,NA,NA,NA,0.4,26,0.39780693573736,1.4655675420144,-0.80089620111184,1.6094379124341,3.51110563129102,4.60517018598809,4.30380988189732,4.74068014349746,16,14.6140998155761,NA,28,NA,NA,NA,NA,40.85,25.69,33.27,71.4,40.59,56,0.15,23.27,142.52,263.87,1161.82,NA,-4.5997181818389,-2.79997774046061,4.8892959422371,NA,0,3.5240048109237,1.38629436111989,3.71463497962224,3.61091791264422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Microdillus peeli",1,0,1,0,0,431.543651142387,558.688526696201,75.4461010496904,1.35804779372065,3.69106017591043,7.3995,NA,NA,NA,NA,0.4,78.2484798124784,0.559119195542739,1.01401453942868,-0.0889429777165401,0.496205014025888,2.66277259971175,2.32042501112238,3.96405102199038,2.52391476060007,1,9.98176017576293,NA,108.878158786155,NA,NA,NA,NA,10.21,4.07,7.14,46.83,45.03,45.93,0.06,13.69,253.22,318.7,1795.19,NA,-2.30220829396186,-2.79431938789988,5.97002802592731,NA,2.19722457733622,2.61520365073586,2.19722457733622,4.08684039147214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Pachyuromys duprasi",1,0,1,0,0,55.44,61,29.52292,3.00079435450788,4.40833333,13.5,NA,NA,NA,NA,0.1,20.4,0.567109341404048,1.40118297361364,-1.39474889493025,0.737395904601819,2.99102047223868,3.68887945411394,4.19402984833594,3.41402846843277,7,14.0819725168281,NA,20.4,NA,NA,NA,NA,37.34,28.41,32.87,30.27,-10.21,10.03,0.14,13.96,190.51,196.49,1161.54,NA,-3.31002291196264,-2.83623976649731,6.08922745401694,NA,-0.206844171691216,3.90156854752429,0,4.01575233389999,3.17805383034795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Myomyscus angolensis",1,0,1,0,0,292.95092676513,540.622696776801,75.5312464254225,2.32075416927011,2.56655634319711,17,NA,NA,NA,NA,0.3,80.2300290198916,0.361468100837567,1.0448817028301,-0.302218148146266,1.88961933574256,3.63446046384035,3.96821428507789,4.67455922695106,4.32407993601392,3,12.5268277470521,NA,108.878158786155,NA,NA,NA,NA,-5.98,-14.88,-10.43,18.81,12.84,15.83,0.16,99.42,215.48,998.11,1440.41,NA,-2.30220829396186,-2.8058929164841,6.20753139476772,NA,0,3.17052556392715,1.09861228866811,4.07434410988856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Myomyscus yemeni",1,0,1,1,1,118.39556891109,540.622696776801,28.7079665353348,1.44744012611722,3.32780629602505,12.4,NA,NA,NA,NA,0.2,57.8187099128617,0.510534771579477,1.09861228866811,-0.480017382318103,0.589123653789698,2.59824192500351,3.40119738166216,4.32738085446002,3.78551632546198,2,11.2561782113134,NA,108.830519884018,NA,NA,NA,NA,19.82,15.27,17.55,44.55,41.87,43.21,0.21,17.08,175.69,283.83,1592.95,NA,-2.30220829396186,-2.79800137883014,6.7898513745734,NA,2.30258509299405,4.29496980210571,2.63905732961526,4.09956009518446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Myomyscus verreauxii",1,0,1,0,0,315.133155223886,540.622696776801,74.706308696848,1.96655276837525,2.5797199323257,12.4,NA,NA,NA,NA,0.2,88.9611698296633,0.418987214766008,0.978308390404306,-0.158889861007417,1.47615064286904,3.2790491695001,3.71357206670431,4.46541532656394,3.44397466741315,3,11.4912541027242,NA,108.868426997669,NA,NA,NA,NA,-31.03,-34.83,-32.93,23.53,17.84,20.69,0.08,32.09,155.51,442.01,1178.77,NA,-3.64776956614631,-2.83156067414095,8.29810142054213,NA,0,4.12665039697402,0,4.10866161781325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Myomyscus brockmani",1,0,1,0,0,347.564824079145,655.289140175977,76.7962486072023,1.7935568630378,3.31243314232316,13.309730867747,NA,NA,NA,NA,0.3,87.7630937770693,0.389958845878729,1.01394924536093,-0.141199708570411,1.61022597884976,3.28126391188207,3.71357206670431,3.46339797708946,3.55160805405051,16,14.3539147654673,NA,108.78107646055,NA,NA,NA,NA,8.99,-7.11,0.94,44.71,31.84,38.28,0.12,59.53,231.5,838.49,1559.11,NA,-1.99556900722048,-2.81829184126854,5.9217253742624,NA,0,3.5937442589989,0,3.95091825202817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Nesokia bunnii",1,0,1,0,0,375.712235108924,540.622696776801,73.5383944844154,1.75316204075117,3.13402610387146,25,NA,NA,NA,NA,0.3,79.7230653266755,0.292720384358772,1.39752238621759,-0.17240160067586,2.30511778124856,4.36177319630857,5.04006463812026,4.88491233655182,5.51354358094164,2,10.6424976345218,NA,108.878158786155,NA,NA,NA,NA,33.79,29.5,31.65,49.34,43.96,46.65,0.08,13.8,234.02,193.33,1300.29,NA,-2.3332479038892,-2.80507938818072,6.07946478922539,NA,1.79175946922805,4.36386266404621,3.04452243772342,4.06771912931459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Nesokia indica",1,0,1,0,0,100.371475074558,506.159647165619,27.9195535818129,1.95300387808313,1.66666667,21.5,NA,NA,NA,NA,0.3,17.17426,0.308293533628715,1.41948732847565,-0.560104270600723,1.42303153390975,3.85491613300509,5.08009916575632,4.37717916202115,5.35990655624245,24,15.0949382727958,NA,17,NA,NA,1,NA,44.14,22.73,33.44,93.64,48.71,71.18,0.14,23.65,158.25,269.32,1122.51,NA,-3.34189157598062,-2.8132077620958,5.89816711014026,NA,-0.40205646357077,4.26969744969996,0,4.00472783530569,4.06044301054642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Nesoromys ceramicus",1,0,1,0,0,430.578992361786,540.622696776801,87.5876224229704,1.52381427614729,2.79308513470783,13.5,NA,NA,NA,NA,0.3,82.2513500048592,0.349373346413882,1.0403344472144,-0.172114623136398,1.94803041034426,3.76126943267623,4.21034823797841,4.74921742039106,4.03573032032489,0,6.09411367172905,NA,108.723257273447,NA,NA,NA,NA,-2.91,-3.32,-3.11,129.88,129.11,129.49,0.04,280.5,233.5,1501.65038659416,1623.22669170611,NA,-2.30220829396186,-2.80607981338552,5.67679665093158,NA,3.13549421592915,3.13549421592915,3.13549421592915,4.08365075816929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Praomys misonnei",1,0,1,0,0,396.556202280369,540.622696776801,78.6637458031543,2.32703562889551,4.13347429016655,14,NA,NA,NA,NA,0.4,96.8987071598622,0.413957423729112,0.893954250866511,-0.261168015550826,1.53432362484734,3.29790128892059,3.73552446193698,4.51014667449695,3.40609203093889,1,11.8786795704317,NA,108.878158786155,NA,NA,NA,NA,0.95,-1.9,-0.47,28.84,25.35,27.1,0.17,148,238.3,1530.76,1566.97,NA,-2.30220829396186,-2.79611992032462,5.23233617724353,NA,0,2.92100872735805,0,4.10149672007329,1.94591014905531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Praomys degraaffi",1,0,1,0,0,434.80421750179,655.289140175977,71.8655198785537,1.44424738795739,1.6329883445853,12.8838726394488,NA,NA,NA,NA,0.4,91.8760021152531,0.403576814032646,1.10459172058136,-0.154400721789806,1.4193192050506,3.20007876176892,3.59043938130068,3.99607075814985,3.5373722481621,2,6.09922509170829,NA,108.85323809663,NA,NA,NA,NA,13.6388494465706,-0.509440027379105,6.21593599278223,35.6342968411827,14.9486051966378,25.2694182755833,NA,144.292489297901,185.040489575758,854.822957273753,1338.05297779984,NA,-1.99556900722048,-2.81264460514042,5.61281228506659,NA,1.86945187271146,1.63416493617518,0.757753858672106,3.97833726469782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
